image_path,original_label,mean,std,variance,min,max,median,skewness,kurtosis,entropy,energy
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0026625.jpg,0,195.81023164273412,35.40288629883444,1253.3643582881994,91,255,196.0,-0.11202185721221448,-1.126628741213087,5.271777789925403,3057962308.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0026984.jpg,0,194.09949990336298,36.111302016159435,1304.0261333022806,104,255,196.0,-0.09818937663842515,-1.1294468715750667,5.193820893154426,3226807899.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0029830.jpg,0,191.8134178718256,36.81345401828918,1355.2303967566918,96,255,192.0,-0.08063925741262824,-1.1365060841988353,4.079028240329246,3405399682.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0025957.jpg,0,195.1537178068161,34.56195902353108,1194.5290115442415,116,255,199.0,-0.1591760192757622,-1.0883497047607043,4.340484139220277,2377706130.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0029500.jpg,0,201.48869260040615,36.75204182662993,1350.7125784263558,100,255,205.0,-0.38232766462995077,-1.0229915919546229,5.181537839255346,2127581195.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0026040.jpg,0,194.93005753199483,35.46118906546719,1257.4959299368097,119,255,195.0,-0.05504358886030516,-1.177057894223065,4.613043635920067,3343367365.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0027958.jpg,0,192.88398106984081,35.370624358083646,1251.0810674806603,65,255,192.0,-0.0285405256259489,-1.0451737530031149,5.361698958984334,1877042196.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0030036.jpg,0,192.5721473786723,37.19059067017907,1383.1400343968107,95,255,194.0,-0.06052086664462648,-1.2062652105222451,4.542765262397584,3317947452.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0028990.jpg,0,199.47238731344692,36.770659385573175,1352.0813916498407,52,255,204.0,-0.26510277633199664,-1.0818743558858286,4.841837171362987,2180530820.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0028190.jpg,0,196.72836109837485,35.74494704225011,1277.7012390532648,111,255,199.0,-0.1504672820761345,-1.1056029369769436,5.365246450158617,3139049996.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0027562.jpg,0,193.4017405986567,37.040464236589706,1371.995990862081,78,255,192.0,-0.1265353461936136,-1.147133585768506,4.403639455832519,3123308938.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0027896.jpg,0,220.0223121590709,32.251360709408,1040.150267608346,122,255,232.0,-1.1048732600334683,0.16418773539266152,5.1622242378991485,1405120844.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0029041.jpg,0,190.3187401574803,36.98610924788005,1367.9722772961181,91,255,190.0,0.07361878738339953,-1.1366341816113759,4.776748492644187,1312802640.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0026149.jpg,0,206.29844120986888,34.823330909069966,1212.6643756025876,105,255,214.0,-0.5253830181745055,-0.8028995077834731,4.865331281330045,2120082833.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0026468.jpg,0,204.8852595915251,33.98324270607493,1154.8607848199952,62,255,210.0,-0.4800364486271555,-0.737024844503074,4.720514029412604,1807783187.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0028063.jpg,0,204.1685,36.852404797094955,1358.0997393289474,111,255,212.0,-0.3784493605930152,-1.1070996871201848,4.720133833129268,1635629293.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0029900.jpg,0,196.38393063113185,35.392295145489534,1252.614555665442,90,255,199.0,-0.14379652792945766,-1.1251248536071026,5.213156153591345,2934400931.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0027884.jpg,0,194.9108720978124,35.008849798152596,1225.6195641896093,110,255,199.0,-0.04234986351837653,-1.1706002986050288,4.286526286165656,3332525215.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0028314.jpg,0,202.52003566179127,33.77642142718161,1140.8466444265732,89,255,206.0,-0.39438562932638865,-0.9725416858722351,4.7880005658130385,1749483432.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0027668.jpg,0,192.51069655204418,36.53279614197019,1334.645193950752,71,255,193.0,-0.07241388668035126,-1.1302136823440414,5.016143642131882,3309496582.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0025953.jpg,0,199.53951182745826,34.843955061868684,1214.1012043535243,102,255,204.0,-0.23728832162719574,-1.06045706082914,5.510699324903476,2830749900.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0026857.jpg,0,196.16195296219112,37.213379783189986,1384.8356348879333,102,254,202.0,-0.20959447115549082,-1.20080624243745,4.623702927213527,1874660802.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0029930.jpg,0,196.66681150260706,35.75392240156142,1278.3429670968753,97,255,199.0,-0.20765994386060868,-1.0796538185432736,5.56898420721502,3034591785.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0027172.jpg,0,196.68920915105699,34.88981610705193,1217.2992679839,102,255,198.0,-0.10985072560502326,-1.1236313907909807,5.347312280407786,3214621846.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0026702.jpg,0,190.4662440027416,34.7895434904954,1210.3123362770707,92,255,189.0,-0.06712968045244477,-1.1146019287276787,4.745214075629094,1969004083.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0029309.jpg,0,193.08841997991817,36.82900643256446,1356.3757148098744,113,255,191.0,-0.03592395308054887,-1.1869914765972598,4.734569555260564,2578298827.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0025803.jpg,0,204.5923749291489,36.990452195452455,1368.2935536240534,53,255,210.0,-0.38723667752928453,-0.9978904036548908,4.9293875863874606,1448989923.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0028076.jpg,0,195.1005491122476,36.38941612468904,1324.189605895779,66,255,199.0,-0.11379721631344746,-1.1637079088225768,4.812653244548485,3134648141.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0028517.jpg,0,195.5264535027235,36.79973820660797,1354.220732074882,91,255,198.0,-0.1380587841124228,-1.1194414743571148,4.701185329724893,2405450438.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0030242.jpg,0,181.95112620357634,30.862438157084917,952.4900889998911,125,253,178.0,0.1679655541098484,-1.152664764397066,4.67686688861598,792341653.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0030491.jpg,0,192.00624725744242,36.97187768723076,1366.9197397195514,101,255,195.0,-0.06552687008293505,-1.1761400441347902,4.642032706194659,3310928935.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0029210.jpg,0,192.44211597384185,36.51132339249188,1333.076735871125,106,255,195.0,-0.04772256061178166,-1.1624213332371285,4.8548373952632,3355888669.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0026525.jpg,0,194.29016585486158,36.563131461164105,1336.8625822463684,21,255,195.0,-0.13944295066682658,-1.092888693644692,4.557795520336661,3169641147.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0025780.jpg,0,200.61031353135314,32.83478139760718,1078.1228694286506,33,255,204.0,-0.3610640550733572,-0.6461213768092664,5.664042532941215,1502490491.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0027452.jpg,0,196.14372406639004,35.74753802900948,1277.886475135479,91,255,197.0,-0.14797045259616207,-1.1171326851204137,4.944606076842715,3065539046.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0026575.jpg,0,192.9686817868774,35.575318669414656,1265.603298430403,90,255,196.0,-0.08133008140934866,-1.141147169831073,4.3059384510291645,3298471996.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0026212.jpg,0,197.02068710749907,36.93780665057433,1364.401560155213,95,255,199.0,-0.20920631658854263,-1.141575818957016,4.910489240469982,2392972190.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0030463.jpg,0,200.4282878511419,36.43811308350243,1327.736085086111,92,255,207.0,-0.27126831747616875,-1.1423100390481167,5.233751910624041,2069691330.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0027536.jpg,0,192.49147308007653,36.796191905080654,1353.9597387155231,62,255,192.0,-0.09329677182621839,-1.0958637476457385,4.540386858583812,2810618914.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0029460.jpg,0,189.7816210032336,36.21848996381154,1311.7790152587172,77,254,188.0,-0.055021839853370044,-1.1535155606310374,4.641274608303334,3197700651.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0028941.jpg,0,194.44176979755346,34.16082400147956,1166.9618964600622,88,255,196.0,-0.18442244143100778,-0.9694046960548843,5.290797133975614,1089650853.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0026729.jpg,0,208.91437933071924,32.106820286904025,1030.847908935552,112,255,213.0,-0.5953623004174491,-0.5239160792241173,5.457445531569289,2495202951.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0029133.jpg,0,193.6785311171241,37.091768131105674,1375.7992630917067,112,255,194.0,-0.06869075227466374,-1.2090392133399694,5.353862022907836,2515027893.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0029827.jpg,0,195.72357546364412,37.946367235811024,1439.9267863950327,117,255,196.0,-0.05071909337385516,-1.29157056498061,4.85524448389232,2188227088.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0028854.jpg,0,197.87028005537218,38.792217497087385,1504.8361383413326,107,255,201.0,-0.21631886582278317,-1.2530535524726694,5.570525991447853,1909072155.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0028558.jpg,0,196.45861019318008,35.55349702671658,1264.0511508287445,110,255,202.0,-0.14663452361052398,-1.1453486108832562,3.9016629398205778,3365343036.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0026765.jpg,0,195.0215423759617,35.86836789996585,1286.5398158073006,112,255,197.0,-0.13662581967614235,-1.1200369691903418,4.6073547163734325,3245271397.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0027950.jpg,0,188.58549973651853,32.619977124553635,1064.0629076064026,106,255,193.0,-0.11623892947494605,-1.025721253202604,4.657113828186211,834105423.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0029840.jpg,0,206.89101897062355,33.34789792283719,1112.0822958719689,118,255,212.0,-0.4888445872493029,-0.816945192441985,5.151684500434742,2194569154.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0029915.jpg,0,193.44952921390734,35.751616412481255,1278.178076105199,92,255,194.0,-0.058177619338247624,-1.13381667141771,4.122665392167711,3382729429.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0025992.jpg,0,201.43952651683398,35.95268484963234,1292.5955478969827,117,255,207.0,-0.26223753918382253,-1.13610543894433,5.047760289564812,1885343901.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0026905.jpg,0,198.26326912528634,37.64365202336237,1417.044537655994,102,255,202.0,-0.2160211177784936,-1.2394427518773363,5.380685788074569,2524402687.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0029713.jpg,0,194.2296677224718,35.99775588192727,1295.838428534829,110,255,195.0,-0.08501805731701151,-1.1403939470156343,5.609768271940713,3240030880.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0028393.jpg,0,194.77470995702618,36.64610862643982,1342.937277460827,94,255,198.0,-0.13549627757777918,-1.1302936948655051,4.732202878039401,3226587301.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0026709.jpg,0,198.90988676645762,34.30765994527254,1177.0155309204579,115,255,201.0,-0.24734584024927292,-1.0495504630170385,4.975909937096328,2838872868.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0026457.jpg,0,194.02625930166,35.83790314279179,1284.3553016721255,107,255,194.0,-0.05848600403716613,-1.172363828810292,5.317679316299544,3264559748.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0026650.jpg,0,212.40407068860452,32.151581387937284,1033.7241857451552,114,255,221.0,-0.8430380050855275,-0.2657741670558478,4.828584637308268,1893271481.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0029781.jpg,0,202.77521910212843,34.74202974960769,1207.0086311226257,122,255,208.0,-0.3180316875609552,-1.052375287909521,4.328438592615863,1893103570.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0030408.jpg,0,198.64987621058765,35.714138032112686,1275.4996553767976,42,255,204.0,-0.26031261667693395,-1.0885764193078604,5.27634442823284,2237779879.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0026194.jpg,0,192.15065237757923,36.85012196592148,1357.9314889032887,100,255,193.0,-0.03672645751194596,-1.1773889145527812,4.965789407784389,3350478186.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0028820.jpg,0,197.49048941339814,36.042212656349804,1299.041093165542,117,255,198.0,-0.16561745264909097,-1.1636482458119215,5.71355387265555,2322174418.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0027650.jpg,0,194.9257660768235,35.45955455718112,1257.3800093937043,52,255,197.0,-0.06014241634642248,-1.1296034185782684,4.466923376601482,2182804974.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0029659.jpg,0,194.63542287815542,35.940409376880545,1291.7130261777631,109,255,196.0,-0.08920493269068255,-1.1469331007490484,5.466204008797079,3153403501.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0027802.jpg,0,194.35821260704398,37.68390786504666,1420.0769119813258,99,255,196.0,-0.1718114484547901,-1.1299335734972145,4.448155062703024,3043702613.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0030344.jpg,0,190.36937446928957,33.678755211480755,1134.258552594842,85,254,191.0,-0.060422663723427895,-1.1336810640988213,4.625798779034944,1584540210.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0027829.jpg,0,199.03035067596304,33.80781765870282,1142.968534844098,104,255,204.0,-0.16655858465136705,-1.0538692677681054,4.6348064224939,3162384112.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0029025.jpg,0,197.67502038808558,34.92800555136794,1219.9655717963894,95,255,199.0,-0.16877676001904146,-1.0758414891875379,5.313877440266665,3112858343.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0025825.jpg,0,195.15432926128747,36.048923527151395,1299.5248874664094,114,255,196.0,-0.10396163526456906,-1.1662216508622036,5.541042102780266,3085360921.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0028370.jpg,0,194.04569499309721,36.5780377513883,1337.9528457419876,84,255,193.0,-0.10188021425641738,-1.155133439128804,5.128543614548628,2852592653.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0031335.jpg,0,198.02830260609664,36.28158203590606,1316.3531950281817,96,255,203.0,-0.21946065928013053,-1.1432938468923786,5.136899184303471,2657938230.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0030877.jpg,0,196.9577909270217,36.71060183962787,1347.668287427689,101,255,198.0,-0.09702259009897846,-1.1818739183608526,4.451999108582467,1628080010.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0031506.jpg,0,203.8400755581968,37.22919936966347,1386.013285706151,79,255,213.0,-0.46832121185466086,-1.007399643822658,5.237704409407191,2023009783.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0033456.jpg,0,192.21705669218406,35.75326780579277,1278.2961587927377,111,254,191.0,-0.07919089371949305,-1.1441577458503807,5.074499006386954,2806301029.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0032206.jpg,0,193.4706334803562,36.58177654378696,1338.226375099562,100,255,196.0,-0.09454707732115701,-1.1401866599209698,5.005013403507317,3225861535.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0031040.jpg,0,215.89876803677052,33.20316626692962,1102.450250149373,106,255,225.0,-0.8646122178835121,-0.20014899117976537,4.9105514781571475,1266492033.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0031430.jpg,0,186.9598140626983,33.91254702065372,1150.0608454280496,102,255,187.0,0.05541720610642649,-0.9793496284356165,4.307500222139409,2275709403.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0032199.jpg,0,204.8458841416116,32.44000398472552,1052.3538585290075,94,255,209.0,-0.4000695808787853,-0.7481071198088518,5.489217735820476,2772608666.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0033358.jpg,0,196.96444771051364,34.81096140199648,1211.8030337312887,108,255,199.0,-0.13643348883294612,-1.1066863148651414,5.343550189334409,3157576436.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0033413.jpg,0,190.37727846744025,36.82733359891637,1356.2525000058745,112,255,189.0,-0.04819689242259321,-1.1605796675256281,4.882307321979005,3156048710.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0032404.jpg,0,198.01154919459563,35.036037421893106,1227.5239182282942,107,255,201.0,-0.16952462950529393,-1.114423975341386,5.246911309114692,2927007356.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0030826.jpg,0,187.39556111401478,35.51593013943107,1261.3812936689485,96,254,188.0,-0.023509394043657976,-1.1255996373497072,4.389377757130715,1948867803.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0030586.jpg,0,195.36857417558406,34.96092448443957,1222.2662408066865,95,255,199.0,-0.15172295717131387,-1.1032297477482673,4.4397000876859405,3154718711.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0031609.jpg,0,203.66235806470857,35.85167023982341,1285.3422589850397,120,255,207.0,-0.3968139615260178,-1.0157312146094801,4.072384884416875,2150458099.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0033151.jpg,0,195.5375072493003,36.22918082019534,1312.5535429024098,67,255,199.0,-0.1547558350050234,-1.1047629987240948,5.154018507167176,3136826248.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0031823.jpg,0,195.6957618077781,36.948868978251,1365.2189187719591,100,255,200.0,-0.16861967447097886,-1.1756045739346235,4.985572021961296,2453732392.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0031922.jpg,0,191.89783393501804,36.801442541101515,1354.3461731059965,108,255,191.0,-0.03387987411289523,-1.1849862444938513,4.869773531235702,3384197626.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0033494.jpg,0,192.96185183839998,34.8388073914095,1213.7425004557297,106,255,194.0,-0.03821500921089741,-1.1165474406175613,4.946189786276146,3175767902.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0031228.jpg,0,200.73598715040322,36.05904440357879,1300.2546832992668,110,255,204.0,-0.3274728026113958,-1.0187498222537388,5.752285450230034,2511975193.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0033866.jpg,0,197.3256625382874,34.377877535132946,1181.8384638205982,101,255,200.0,-0.17633424795620353,-1.082104541683556,4.976222804754695,3012554900.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0030825.jpg,0,194.11271280790461,36.1507001560515,1306.8731217727418,101,255,192.0,-0.1005401145468004,-1.141225069176997,4.586709932622565,3361738131.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0033811.jpg,0,194.17953999313423,35.463809471401255,1257.6817822238493,117,255,195.0,-0.04579961949790373,-1.1754968332591318,5.182806721644783,3291509075.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0031993.jpg,0,202.7764955967203,35.67986900422812,1273.0530521588782,117,255,205.0,-0.2654693845736723,-1.1473649213419488,4.742767669389009,1395947492.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0032854.jpg,0,197.93957667571433,34.72816484901464,1206.0454337803358,89,255,200.0,-0.17852314666177269,-1.1068202164349783,4.750500837769916,3020437637.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0032437.jpg,0,182.99961838433467,31.52541725300752,993.8519329762244,95,255,186.0,0.0970816770756419,-0.9566541303217582,4.305168316170668,1445756677.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0031108.jpg,0,199.66299915995657,34.72534626769403,1205.8496734112516,107,255,203.0,-0.2726716455671705,-0.9893907840592919,4.601438685752841,2004560248.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0032422.jpg,0,194.54228200545575,36.28955805361509,1316.9320237267,100,255,195.0,-0.10359536998005645,-1.088659077744187,4.477588520970283,2081742833.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0030655.jpg,0,195.03844812030076,35.20955186870002,1239.7125427946771,103,255,196.0,-0.05196919580653929,-1.1513248358436576,4.871053012184507,3265125793.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0031292.jpg,0,196.0215414507772,36.36797279602375,1322.6294452923235,50,255,198.0,-0.16038948202984918,-1.1538593440569405,5.113504148157072,3068474125.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0032135.jpg,0,203.12255670366935,34.20518114462264,1169.9944171364484,104,255,208.0,-0.36726135684403294,-0.8997873607569429,5.336828824800833,2652561684.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0033705.jpg,0,204.38475386554117,37.03854134120541,1371.853544684182,122,255,214.0,-0.43869331854106086,-1.0818951658586453,5.699654530480076,2156947043.0
drive/My Drive/Colab Notebooks/skin-cancer-isic-data/Train/actinic keratosis/ISIC_0031381.jpg,0,201.0323573657232,33.536992354198695,1124.7298561655816,118,255,202.0,-0.2315152632209323,-1.0006551763969915,5.4408960863540035,2982149119.0
